return_id,order_id,customer_id,sku_id,category,sub_category,brand_tier,city,return_date,return_month,days_to_return,return_reason,return_reason_group,refund_amount,reverse_logistics_cost,total_loss,resolution_days,refund_mode,customer_segment,delivery_slot,sla_breached,is_perishable,order_total_paid,dark_store_id,delivery_agent_id
RET0000103,ORD0000594,CUS010054,SKU1055,Dairy & Eggs,Paneer,Budget,Bengaluru,2022-11-07,2022-11,1,Damaged Product,Logistics,77.77,44.77,122.54,0,Bank Transfer,Champion,Prime Evening (6–9 PM),1,1,82.77,DS002,DA0038
RET0000104,ORD0000600,CUS001259,SKU1202,Snacks & Namkeen,Chips & Crisps,Mid,Mumbai,2024-04-07,2024-04,0,Duplicate Order,Customer,134.39,28.9,163.29,3,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,143.74,DS023,DA0124
RET0000105,ORD0000604,CUS007831,SKU1025,Fruits & Vegetables,Root Vegetables,Budget,Delhi,2024-02-12,2024-02,4,Damaged Product,Logistics,388.4,29.2,417.6,3,Original Payment Method,Champion,Evening (3–6 PM),0,1,401.24,DS006,DA0161
RET0000106,ORD0000607,CUS004848,SKU1337,Personal Care,Deodorants,Premium,Bengaluru,2023-05-09,2023-05,0,Changed Mind,Customer,300.63,83.65,384.28,0,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,305.92,DS019,DA0162
RET0000107,ORD0000622,CUS012024,SKU1112,Meat & Seafood,Other Seafood,Budget,Mumbai,2022-12-12,2022-12,1,Item Missing in Order,Logistics,255.3,63.29,318.59,2,Wallet Credit,Champion,Afternoon (12–3 PM),0,1,303.19,DS021,DA0064
RET0000108,ORD0000624,CUS002648,SKU1227,Snacks & Namkeen,Nuts & Dry Fruits,Mid,Mumbai,2024-05-19,2024-05,1,Quality Not as Expected,Quality,73.68,61.37,135.05,0,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,79.84,DS011,DA0030
RET0000109,ORD0000625,CUS000839,SKU1327,Personal Care,Body Wash,Mid,Delhi,2023-01-24,2023-01,5,Expired or Near-Expiry,Quality,572.03,64.61,636.64,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,666.42,DS008,DA0160
RET0000110,ORD0000626,CUS003351,SKU1130,Frozen Foods,Frozen Vegetables,Budget,Mumbai,2024-01-18,2024-01,0,Wrong Item Delivered,Logistics,1075.58,78.13,1153.71,1,Original Payment Method,Champion,Night (9 PM–12 AM),0,1,1140.21,DS005,DA0072
RET0000111,ORD0000628,CUS016940,SKU1177,Bakery & Bread,Cakes & Pastries,Budget,Hyderabad,2023-06-03,2023-06,2,Expired or Near-Expiry,Quality,175.74,62.79,238.53,3,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,187.0,DS010,DA0063
RET0000112,ORD0000629,CUS003702,SKU1122,Frozen Foods,Ice Cream,Premium,Bengaluru,2024-06-13,2024-06,1,Duplicate Order,Customer,130.5,69.41,199.91,1,Wallet Credit,Champion,Early Morning (6–9 AM),0,1,150.93,DS019,DA0066
RET0000113,ORD0000631,CUS017519,SKU1424,Pet Care,Dog Food,Premium,Bengaluru,2024-05-11,2024-05,3,Wrong Item Delivered,Logistics,437.65,59.57,497.22,3,Original Payment Method,Champion,Evening (3–6 PM),1,0,463.83,DS021,DA0179
RET0000114,ORD0000637,CUS000369,SKU1117,Frozen Foods,Ice Cream,Budget,Pune,2022-09-22,2022-09,0,Damaged Product,Logistics,110.01,29.71,139.72,2,Original Payment Method,Champion,Evening (3–6 PM),0,1,130.48,DS023,DA0094
RET0000115,ORD0000643,CUS008744,SKU1120,Frozen Foods,Ice Cream,Budget,Kolkata,2022-07-26,2022-07,4,Expired or Near-Expiry,Quality,116.89,50.61,167.5,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,128.79,DS018,DA0085
RET0000116,ORD0000646,CUS009537,SKU1208,Snacks & Namkeen,Namkeen,Budget,Pune,2023-06-24,2023-06,3,Damaged Product,Logistics,64.12,68.15,132.27,10,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,73.97,DS023,DA0123
RET0000117,ORD0000653,CUS014240,SKU1058,Dairy & Eggs,Eggs,Mid,Bengaluru,2023-07-27,2023-07,2,Quality Not as Expected,Quality,148.26,61.38,209.64,2,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,174.0,DS012,DA0067
RET0000118,ORD0000660,CUS013166,SKU1368,Household Essentials,Fresheners,Mid,Kolkata,2023-03-30,2023-03,1,Expired or Near-Expiry,Quality,865.42,50.42,915.84,2,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,946.72,DS018,DA0093
RET0000119,ORD0000677,CUS010788,SKU1100,Meat & Seafood,Prawns & Shrimp,Budget,Hyderabad,2022-09-15,2022-09,1,Damaged Product,Logistics,314.54,63.23,377.77,1,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,358.31,DS010,DA0001
RET0000120,ORD0000682,CUS007767,SKU1308,Personal Care,Skincare,Mid,Delhi,2024-04-13,2024-04,5,Expired or Near-Expiry,Quality,1359.75,77.39,1437.14,1,Wallet Credit,Champion,Afternoon (12–3 PM),1,0,1416.88,DS023,DA0014
RET0000121,ORD0000683,CUS001374,SKU1119,Frozen Foods,Ice Cream,Budget,Mumbai,2023-12-13,2023-12,0,Damaged Product,Logistics,188.11,48.22,236.33,1,Wallet Credit,Champion,Evening (3–6 PM),0,1,200.78,DS017,DA0077
RET0000122,ORD0000687,CUS009561,SKU1089,Meat & Seafood,Mutton,Premium,Pune,2022-11-03,2022-11,3,Quality Not as Expected,Quality,282.07,46.08,328.15,0,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,284.02,DS019,DA0168
RET0000123,ORD0000689,CUS002544,SKU1183,Bakery & Bread,Muffins,Mid,Bengaluru,2023-03-17,2023-03,0,Damaged Product,Logistics,58.35,73.24,131.59,5,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,63.96,DS014,DA0156
RET0000124,ORD0000690,CUS013134,SKU1128,Frozen Foods,Frozen Vegetables,Budget,Delhi,2023-08-18,2023-08,3,Wrong Item Delivered,Logistics,1074.42,33.47,1107.89,5,Original Payment Method,Champion,Evening (3–6 PM),0,1,1094.88,DS022,DA0074
RET0000125,ORD0000706,CUS003159,SKU1439,Pet Care,Cat Food,Mid,Mumbai,2022-10-06,2022-10,5,Wrong Item Delivered,Logistics,563.89,53.99,617.88,5,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,663.81,DS015,DA0096
RET0000126,ORD0000714,CUS011335,SKU1448,Pet Care,Pet Treats,Mid,Bengaluru,2022-12-30,2022-12,0,Other,Customer,805.62,61.85,867.47,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,895.4,DS012,DA0027
RET0000127,ORD0000715,CUS004354,SKU1342,Personal Care,Feminine Hygiene,Budget,Bengaluru,2024-05-10,2024-05,2,Quality Not as Expected,Quality,1858.53,66.77,1925.3,2,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,1914.85,DS012,DA0035
RET0000128,ORD0000717,CUS005440,SKU1117,Frozen Foods,Ice Cream,Budget,Chennai,2023-08-01,2023-08,1,Damaged Product,Logistics,101.96,47.73,149.69,0,Wallet Credit,Champion,Afternoon (12–3 PM),0,1,112.84,DS014,DA0104
RET0000129,ORD0000721,CUS016247,SKU1055,Dairy & Eggs,Paneer,Budget,Mumbai,2022-09-12,2022-09,6,Damaged Product,Logistics,281.73,29.83,311.56,1,Wallet Credit,Champion,Afternoon (12–3 PM),0,1,326.64,DS002,DA0134
RET0000130,ORD0000722,CUS006455,SKU1116,Frozen Foods,Ice Cream,Mid,Chennai,2023-07-12,2023-07,0,Changed Mind,Customer,128.1,61.38,189.48,3,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,143.58,DS022,DA0089
RET0000131,ORD0000730,CUS005303,SKU1391,Baby Care,Baby Food,Budget,Ahmedabad,2024-01-28,2024-01,3,Quality Not as Expected,Quality,1938.49,54.13,1992.62,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,2035.28,DS006,DA0196
RET0000132,ORD0000733,CUS009943,SKU1371,Household Essentials,Fresheners,Budget,Ahmedabad,2022-12-11,2022-12,5,Damaged Product,Logistics,82.38,30.17,112.55,5,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,88.65,DS008,DA0095
RET0000133,ORD0000734,CUS011452,SKU1113,Meat & Seafood,Other Seafood,Mid,Delhi,2024-03-30,2024-03,3,Quality Not as Expected,Quality,640.33,46.9,687.23,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,648.58,DS014,DA0068
RET0000134,ORD0000750,CUS010428,SKU1186,Bakery & Bread,Muffins,Mid,Pune,2024-06-23,2024-06,2,Damaged Product,Logistics,156.5,32.18,188.68,7,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,185.98,DS014,DA0009
RET0000135,ORD0000752,CUS012376,SKU1125,Frozen Foods,Frozen Vegetables,Mid,Mumbai,2023-11-21,2023-11,2,Damaged Product,Logistics,458.81,51.35,510.16,3,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,485.32,DS013,DA0176
RET0000136,ORD0000757,CUS012604,SKU1397,Baby Care,Baby Wipes,Mid,Hyderabad,2024-06-25,2024-06,2,Expired or Near-Expiry,Quality,1933.18,78.68,2011.86,2,Original Payment Method,Champion,Evening (3–6 PM),0,0,2170.3,DS013,DA0145
RET0000137,ORD0000765,CUS010304,SKU1184,Bakery & Bread,Muffins,Budget,Mumbai,2023-12-06,2023-12,1,Other,Customer,61.02,62.6,123.62,2,Wallet Credit,Champion,Evening (3–6 PM),0,0,61.56,DS014,DA0004
RET0000138,ORD0000770,CUS001655,SKU1165,Bakery & Bread,Biscuits & Cookies,Premium,Delhi,2024-03-14,2024-03,0,Wrong Item Delivered,Logistics,130.03,32.08,162.11,1,Bank Transfer,Champion,Morning (9 AM–12 PM),0,0,149.43,DS010,DA0011
RET0000139,ORD0000771,CUS012467,SKU1125,Frozen Foods,Frozen Vegetables,Mid,Mumbai,2023-10-14,2023-10,1,Damaged Product,Logistics,514.3,37.29,551.59,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,550.6,DS005,DA0161
RET0000140,ORD0000784,CUS000999,SKU1038,Fruits & Vegetables,Herbs & Seasonings,Budget,Delhi,2024-01-20,2024-01,1,Wrong Item Delivered,Logistics,201.9,48.23,250.13,0,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,207.72,DS014,DA0038
RET0000141,ORD0000792,CUS002645,SKU1024,Fruits & Vegetables,Leafy Greens,Budget,Delhi,2022-07-02,2022-07,0,Quality Not as Expected,Quality,77.31,84.24,161.55,3,Original Payment Method,Champion,Night (9 PM–12 AM),0,1,84.58,DS016,DA0177
RET0000142,ORD0000799,CUS007072,SKU1102,Meat & Seafood,Prawns & Shrimp,Mid,Mumbai,2023-09-08,2023-09,0,Quality Not as Expected,Quality,348.44,40.02,388.46,3,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,353.56,DS017,DA0005
RET0000143,ORD0000803,CUS016550,SKU1303,Staples & Grains,Spices,Premium,Pune,2023-06-17,2023-06,2,Expired or Near-Expiry,Quality,315.32,73.91,389.23,0,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,379.74,DS015,DA0165
RET0000144,ORD0000804,CUS009001,SKU1008,Fruits & Vegetables,Fresh Fruits,Premium,Bengaluru,2022-10-17,2022-10,3,Wrong Item Delivered,Logistics,110.92,58.51,169.43,0,Wallet Credit,Champion,Prime Evening (6–9 PM),1,1,117.95,DS014,DA0177
RET0000145,ORD0000807,CUS015101,SKU1089,Meat & Seafood,Mutton,Premium,Mumbai,2023-01-10,2023-01,1,Damaged Product,Logistics,1503.0,42.7,1545.7,3,Wallet Credit,Champion,Evening (3–6 PM),1,1,1695.95,DS002,DA0159
RET0000146,ORD0000813,CUS003934,SKU1154,Frozen Foods,Frozen Meat,Mid,Pune,2023-03-22,2023-03,0,Damaged Product,Logistics,233.1,32.01,265.11,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,251.84,DS019,DA0005
RET0000147,ORD0000823,CUS000969,SKU1347,Household Essentials,Cleaning Liquids,Premium,Chennai,2023-12-20,2023-12,4,Damaged Product,Logistics,475.75,75.26,551.01,1,Wallet Credit,Champion,Afternoon (12–3 PM),1,0,492.9,DS019,DA0178
RET0000148,ORD0000826,CUS004980,SKU1152,Frozen Foods,Frozen Meat,Budget,Kolkata,2022-08-26,2022-08,1,Damaged Product,Logistics,669.06,56.58,725.64,0,Original Payment Method,Champion,Afternoon (12–3 PM),1,1,696.96,DS020,DA0184
RET0000149,ORD0000835,CUS012647,SKU1029,Fruits & Vegetables,Root Vegetables,Budget,Bengaluru,2022-12-10,2022-12,1,Changed Mind,Customer,78.87,57.89,136.76,3,Original Payment Method,Champion,Evening (3–6 PM),1,1,79.78,DS016,DA0029
RET0000150,ORD0000836,CUS015737,SKU1073,Dairy & Eggs,Ghee,Mid,Mumbai,2023-08-31,2023-08,2,Damaged Product,Logistics,79.37,54.38,133.75,3,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,81.79,DS002,DA0074
RET0000151,ORD0000850,CUS009294,SKU1156,Bakery & Bread,Bread & Buns,Premium,Mumbai,2023-06-21,2023-06,0,Changed Mind,Customer,122.0,30.75,152.75,0,Original Payment Method,Champion,Early Morning (6–9 AM),0,0,125.88,DS013,DA0009
RET0000152,ORD0000852,CUS008995,SKU1277,Staples & Grains,Rice,Budget,Pune,2022-09-24,2022-09,3,Damaged Product,Logistics,230.75,68.5,299.25,1,Original Payment Method,Champion,Night (9 PM–12 AM),0,0,276.1,DS002,DA0043
RET0000153,ORD0000861,CUS004403,SKU1227,Snacks & Namkeen,Nuts & Dry Fruits,Mid,Mumbai,2023-06-22,2023-06,0,Changed Mind,Customer,351.4,49.11,400.51,0,Wallet Credit,Champion,Evening (3–6 PM),0,0,423.0,DS008,DA0001
RET0000154,ORD0000868,CUS015435,SKU1045,Dairy & Eggs,Milk,Budget,Pune,2024-03-16,2024-03,3,Other,Customer,157.49,30.83,188.32,0,Wallet Credit,Champion,Morning (9 AM–12 PM),0,1,163.34,DS012,DA0080
RET0000155,ORD0000870,CUS013450,SKU1031,Fruits & Vegetables,Root Vegetables,Premium,Chennai,2022-09-05,2022-09,0,Expired or Near-Expiry,Quality,355.63,65.07,420.7,3,Wallet Credit,Champion,Morning (9 AM–12 PM),0,1,368.61,DS001,DA0043
RET0000156,ORD0000873,CUS002878,SKU1154,Frozen Foods,Frozen Meat,Mid,Mumbai,2024-04-30,2024-04,3,Wrong Item Delivered,Logistics,220.28,73.86,294.14,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,262.5,DS002,DA0138
RET0000157,ORD0000874,CUS004682,SKU1043,Dairy & Eggs,Milk,Budget,Delhi,2022-12-24,2022-12,0,Damaged Product,Logistics,75.36,62.91,138.27,5,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,84.07,DS007,DA0168
RET0000158,ORD0000881,CUS012064,SKU1016,Fruits & Vegetables,Exotic Vegetables,Mid,Mumbai,2023-02-27,2023-02,1,Expired or Near-Expiry,Quality,95.98,54.02,150.0,2,Wallet Credit,Champion,Morning (9 AM–12 PM),0,1,106.55,DS008,DA0088
RET0000159,ORD0000882,CUS009256,SKU1274,Staples & Grains,Rice,Budget,Pune,2023-10-25,2023-10,3,Damaged Product,Logistics,270.38,70.0,340.38,10,Wallet Credit,Champion,Evening (3–6 PM),0,0,299.76,DS021,DA0177
RET0000160,ORD0000883,CUS012852,SKU1097,Meat & Seafood,Fish,Mid,Chennai,2024-01-14,2024-01,2,Damaged Product,Logistics,1334.19,34.2,1368.39,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,1,1593.04,DS009,DA0074
RET0000161,ORD0000897,CUS017169,SKU1330,Personal Care,Body Wash,Mid,Chennai,2022-12-14,2022-12,2,Item Missing in Order,Logistics,418.57,51.22,469.79,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,481.62,DS018,DA0154
RET0000162,ORD0000902,CUS016008,SKU1121,Frozen Foods,Ice Cream,Budget,Bengaluru,2023-07-27,2023-07,2,Damaged Product,Logistics,288.61,30.01,318.62,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,308.94,DS021,DA0086
RET0000163,ORD0000905,CUS016369,SKU1048,Dairy & Eggs,Cheese,Mid,Delhi,2023-09-30,2023-09,5,Damaged Product,Logistics,60.61,83.68,144.29,1,Wallet Credit,Champion,Morning (9 AM–12 PM),0,1,72.34,DS006,DA0033
RET0000164,ORD0000909,CUS016665,SKU1434,Pet Care,Cat Food,Mid,Chennai,2023-09-13,2023-09,6,Other,Customer,164.01,71.27,235.28,2,Wallet Credit,Champion,Evening (3–6 PM),0,0,171.34,DS022,DA0010
RET0000165,ORD0000921,CUS009386,SKU1219,Snacks & Namkeen,Popcorn,Mid,Mumbai,2022-12-23,2022-12,2,Damaged Product,Logistics,144.5,73.3,217.8,0,Wallet Credit,Champion,Evening (3–6 PM),0,0,150.84,DS019,DA0167
RET0000166,ORD0000925,CUS015118,SKU1182,Bakery & Bread,Muffins,Budget,Bengaluru,2023-03-16,2023-03,5,Quality Not as Expected,Quality,203.46,31.35,234.81,5,Original Payment Method,Champion,Morning (9 AM–12 PM),0,0,239.46,DS022,DA0179
RET0000167,ORD0000929,CUS017813,SKU1285,Staples & Grains,Dal & Pulses,Budget,Mumbai,2023-09-30,2023-09,0,Damaged Product,Logistics,88.14,39.34,127.48,0,Original Payment Method,Champion,Evening (3–6 PM),0,0,90.19,DS018,DA0148
RET0000168,ORD0000931,CUS001364,SKU1443,Pet Care,Pet Treats,Budget,Chennai,2024-06-14,2024-06,0,Other,Customer,330.06,63.61,393.67,1,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,331.72,DS001,DA0079
RET0000169,ORD0000933,CUS008488,SKU1431,Pet Care,Cat Food,Budget,Kolkata,2022-12-19,2022-12,4,Damaged Product,Logistics,108.0,71.9,179.9,0,Original Payment Method,Champion,Prime Evening (6–9 PM),0,0,125.61,DS024,DA0059
RET0000170,ORD0000935,CUS007645,SKU1179,Bakery & Bread,Cakes & Pastries,Mid,Bengaluru,2023-04-08,2023-04,1,Damaged Product,Logistics,45.76,83.11,128.87,2,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,50.42,DS005,DA0093
RET0000171,ORD0000936,CUS005668,SKU1004,Fruits & Vegetables,Fresh Fruits,Mid,Mumbai,2023-08-08,2023-08,2,Damaged Product,Logistics,96.92,65.12,162.04,0,Original Payment Method,Champion,Prime Evening (6–9 PM),1,1,106.59,DS005,DA0165
RET0000172,ORD0000938,CUS001505,SKU1137,Frozen Foods,Ready to Cook,Mid,Mumbai,2024-04-16,2024-04,1,Damaged Product,Logistics,466.05,67.93,533.98,2,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,534.15,DS017,DA0024
RET0000173,ORD0000939,CUS012148,SKU1456,Pet Care,Pet Accessories,Mid,Hyderabad,2023-02-27,2023-02,0,Wrong Item Delivered,Logistics,236.1,76.45,312.55,1,Original Payment Method,Champion,Afternoon (12–3 PM),1,0,239.84,DS015,DA0095
RET0000174,ORD0000941,CUS008229,SKU1364,Household Essentials,Floor Cleaners,Mid,Mumbai,2023-04-15,2023-04,0,Duplicate Order,Customer,425.77,74.23,500.0,10,Wallet Credit,Champion,Afternoon (12–3 PM),0,0,440.85,DS007,DA0162
RET0000175,ORD0000949,CUS001036,SKU1052,Dairy & Eggs,Paneer,Budget,Bengaluru,2023-01-02,2023-01,2,Item Missing in Order,Logistics,54.92,36.57,91.49,1,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,56.8,DS019,DA0091
RET0000176,ORD0000953,CUS000496,SKU1122,Frozen Foods,Ice Cream,Premium,Bengaluru,2023-05-02,2023-05,2,Expired or Near-Expiry,Quality,198.42,62.26,260.68,2,Wallet Credit,Champion,Evening (3–6 PM),0,1,224.13,DS021,DA0142
RET0000177,ORD0000955,CUS014953,SKU1268,Beverages,Water,Budget,Ahmedabad,2022-10-16,2022-10,0,Damaged Product,Logistics,44.3,83.4,127.7,3,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,53.89,DS023,DA0056
RET0000178,ORD0000957,CUS012727,SKU1367,Household Essentials,Floor Cleaners,Budget,Kolkata,2023-02-01,2023-02,0,Damaged Product,Logistics,246.28,44.28,290.56,3,Wallet Credit,Champion,Evening (3–6 PM),1,0,255.16,DS012,DA0077
RET0000179,ORD0000963,CUS013548,SKU1182,Bakery & Bread,Muffins,Budget,Mumbai,2023-04-15,2023-04,1,Wrong Item Delivered,Logistics,101.26,57.84,159.1,2,Wallet Credit,Champion,Prime Evening (6–9 PM),1,0,119.6,DS006,DA0134
RET0000180,ORD0000966,CUS013197,SKU1100,Meat & Seafood,Prawns & Shrimp,Budget,Kolkata,2023-06-30,2023-06,2,Changed Mind,Customer,961.34,34.4,995.74,1,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,1165.72,DS015,DA0066
RET0000181,ORD0000974,CUS001399,SKU1399,Baby Care,Baby Wipes,Mid,Pune,2023-05-29,2023-05,3,Wrong Item Delivered,Logistics,645.13,68.12,713.25,1,Original Payment Method,Champion,Evening (3–6 PM),1,0,786.15,DS025,DA0089
RET0000182,ORD0000984,CUS012839,SKU1125,Frozen Foods,Frozen Vegetables,Mid,Mumbai,2022-08-27,2022-08,2,Damaged Product,Logistics,714.14,48.44,762.58,2,Wallet Credit,Champion,Prime Evening (6–9 PM),1,1,771.81,DS011,DA0091
RET0000183,ORD0000987,CUS007072,SKU1455,Pet Care,Pet Accessories,Budget,Mumbai,2022-07-22,2022-07,0,Expired or Near-Expiry,Quality,310.06,64.44,374.5,3,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,329.14,DS024,DA0035
RET0000184,ORD0000988,CUS017747,SKU1032,Fruits & Vegetables,Root Vegetables,Premium,Mumbai,2022-07-19,2022-07,0,Duplicate Order,Customer,138.79,73.17,211.96,1,Original Payment Method,Champion,Evening (3–6 PM),0,1,150.6,DS011,DA0022
RET0000185,ORD0000989,CUS009670,SKU1013,Fruits & Vegetables,Exotic Vegetables,Mid,Hyderabad,2022-11-23,2022-11,7,Quality Not as Expected,Quality,454.14,49.87,504.01,0,Original Payment Method,Champion,Evening (3–6 PM),0,1,464.25,DS018,DA0180
RET0000186,ORD0000990,CUS000914,SKU1125,Frozen Foods,Frozen Vegetables,Mid,Mumbai,2023-06-25,2023-06,4,Item Missing in Order,Logistics,516.31,74.21,590.52,2,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,565.0,DS025,DA0047
RET0000187,ORD0000999,CUS004049,SKU1107,Meat & Seafood,Prawns & Shrimp,Budget,Kolkata,2023-07-04,2023-07,0,Wrong Item Delivered,Logistics,1233.04,75.06,1308.1,1,Wallet Credit,Champion,Evening (3–6 PM),0,1,1383.52,DS025,DA0005
RET0000188,ORD0001003,CUS007646,SKU1156,Bakery & Bread,Bread & Buns,Premium,Chennai,2023-12-23,2023-12,0,Damaged Product,Logistics,237.93,43.92,281.85,0,Wallet Credit,Champion,Evening (3–6 PM),1,0,244.55,DS006,DA0197
RET0000189,ORD0001004,CUS011813,SKU1151,Frozen Foods,Frozen Meat,Mid,Pune,2023-09-04,2023-09,0,Wrong Item Delivered,Logistics,104.41,58.44,162.85,5,Bank Transfer,Champion,Early Morning (6–9 AM),0,1,113.01,DS018,DA0063
RET0000190,ORD0001007,CUS007484,SKU1250,Beverages,Energy Drinks,Premium,Kolkata,2022-12-29,2022-12,2,Quality Not as Expected,Quality,188.3,62.83,251.13,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,0,196.7,DS015,DA0103
RET0000191,ORD0001008,CUS002046,SKU1152,Frozen Foods,Frozen Meat,Budget,Delhi,2024-06-26,2024-06,1,Damaged Product,Logistics,221.16,33.48,254.64,0,Original Payment Method,Champion,Night (9 PM–12 AM),1,1,221.41,DS022,DA0175
RET0000192,ORD0001009,CUS014613,SKU1007,Fruits & Vegetables,Fresh Fruits,Mid,Delhi,2023-04-28,2023-04,3,Expired or Near-Expiry,Quality,202.51,32.08,234.59,5,Original Payment Method,Champion,Evening (3–6 PM),0,1,228.57,DS012,DA0178
RET0000193,ORD0001033,CUS002643,SKU1454,Pet Care,Pet Accessories,Mid,Mumbai,2022-08-11,2022-08,0,Wrong Item Delivered,Logistics,275.01,79.39,354.4,2,Original Payment Method,Champion,Prime Evening (6–9 PM),1,0,330.7,DS020,DA0013
RET0000194,ORD0001043,CUS002512,SKU1143,Frozen Foods,Frozen Snacks,Premium,Delhi,2024-05-01,2024-05,1,Expired or Near-Expiry,Quality,68.2,43.75,111.95,1,Original Payment Method,Champion,Afternoon (12–3 PM),0,1,73.09,DS020,DA0032
RET0000195,ORD0001047,CUS002220,SKU1146,Frozen Foods,Frozen Snacks,Budget,Bengaluru,2023-03-28,2023-03,2,Expired or Near-Expiry,Quality,161.56,70.2,231.76,3,Wallet Credit,Champion,Night (9 PM–12 AM),0,1,196.05,DS025,DA0110
RET0000196,ORD0001054,CUS003345,SKU1157,Bakery & Bread,Bread & Buns,Premium,Pune,2022-09-12,2022-09,1,Quality Not as Expected,Quality,72.45,67.54,139.99,10,Original Payment Method,Champion,Evening (3–6 PM),0,0,72.59,DS012,DA0183
RET0000197,ORD0001057,CUS007333,SKU1206,Snacks & Namkeen,Namkeen,Mid,Chennai,2022-08-15,2022-08,4,Damaged Product,Logistics,40.3,33.08,73.38,2,Original Payment Method,Champion,Evening (3–6 PM),0,0,45.2,DS019,DA0130
RET0000198,ORD0001061,CUS011006,SKU1046,Dairy & Eggs,Cheese,Premium,Chennai,2024-01-31,2024-01,2,Quality Not as Expected,Quality,187.2,35.59,222.79,3,Original Payment Method,Champion,Morning (9 AM–12 PM),0,1,210.32,DS009,DA0096
RET0000199,ORD0001064,CUS005245,SKU1027,Fruits & Vegetables,Root Vegetables,Mid,Mumbai,2022-10-09,2022-10,0,Damaged Product,Logistics,215.63,83.99,299.62,1,Wallet Credit,Champion,Prime Evening (6–9 PM),0,1,216.3,DS003,DA0026
